name,url,description,duration,remote_support,adaptive_support,test_type
Professional/Individual Contributor - Short Form,https://www.shl.com/solutions/products/product-catalog/view/professionalindividual-contributor-short-form/,"Professional/Individual Contributor - Short Form: The Professional/Individual Contributor solution is for mid to upper-level, non-managerial positions. Sample tasks for these jobs include, but are not limited…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Project Manager - Short Form,https://www.shl.com/solutions/products/product-catalog/view/project-manager-short-form/,Project Manager - Short Form: The Project Manager solution is designed for positions that lead medium to large scale projects with multiple team members involved. Sample tasks for this job…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Docker (New),https://www.shl.com/solutions/products/product-catalog/view/docker-new/,"Docker (New): Multi-choice test that measures the knowledge of Docker container, data management, Docker performance and swarm.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Dojo (New),https://www.shl.com/solutions/products/product-catalog/view/dojo-new/,"Dojo (New): Multi-choice test that measures the knowledge of Dojo architecture, classes and libraries, styles, animation and Dojo queries.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Drupal (New),https://www.shl.com/solutions/products/product-catalog/view/drupal-new/,"Drupal (New): Multi-choice test that measures the knowledge of Drupal setup, content management, user interface, module development and security.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
DSI v1.1 Interpretation Report,https://www.shl.com/solutions/products/product-catalog/view/dsi-v1-1-interpretation-report/,DSI v1.1 Interpretation Report: DSI v1.1 Interpretation Report,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Econometrics (New),https://www.shl.com/solutions/products/product-catalog/view/econometrics-new/,"Econometrics (New): Multi-choice test that measures the knowledge of statistical concepts, exploratory analysis and statistical testing required to analyze economic data.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Economics (New),https://www.shl.com/solutions/products/product-catalog/view/economics-new/,"Economics (New): Multi-choice test that measures the conceptual knowledge of microeconomics, macroeconomics and international trade.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Electrical and Electronics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electrical-and-electronics-engineering-new/,"Electrical and Electronics Engineering (New): Multi-choice test that measures the candidate’s knowledge and understanding on fundamentals of electrical engineering, instrumentation and control system and…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Electrical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electrical-engineering-new/,"Electrical Engineering (New): Multi-choice test that measures the knowledge of basic electrical engineering, electrical machines, power systems, instrumentation, control systems and basic…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Electronics & Telecommunications Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,"Electronics & Telecommunications Engineering (New): Multi-choice test that measures the candidate’s knowledge and understanding on semiconductors and semiconductor devices, analog and digital electronics…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Electronics and Embedded Systems Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,"Electronics and Embedded Systems Engineering (New): Multi-choice test that measures the candidate’s knowledge and understanding on concepts like embedded systems and, analog and digital electronics.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Electronics and Semiconductor Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,"Electronics and Semiconductor Engineering (New): Multi-choice test that measures the knowledge of semiconductors, two terminal and three terminal devices, analog electronics, digital electronics and basics of…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
English Comprehension (New),https://www.shl.com/solutions/products/product-catalog/view/english-comprehension-new/,"English Comprehension (New): Multiple-choice test that measures vocabulary, grammar and reading comprehension skills.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Proof Operator - Processing Specialist -Short Form,https://www.shl.com/solutions/products/product-catalog/view/proof-operator-processing-specialist-short-form/,Proof Operator - Processing Specialist -Short Form,15,No,No,"[""Knowledge & Skills""]"
Reservation Agent Solution,https://www.shl.com/solutions/products/product-catalog/view/reservation-agent-solution/,"Reservation Agent Solution: The Reservation Agent solution is designed for entry-level positions within the hospitality industry. Sample tasks may indlude making, updating, or canceling…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Restaurant Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/restaurant-manager-solution/,Restaurant Manager Solution: The Restaurant Manager solution is designed for management level positions in the hospitality industry. Sample tasks include purchasing food and supplies…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Restaurant Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/restaurant-supervisor-solution/,Restaurant Supervisor Solution: The Restaurant Supervisor solution is designed for management level positions in the hospitality industry. Sample tasks include serving as a staff resource…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Retail Consultant Solution,https://www.shl.com/solutions/products/product-catalog/view/retail-consultant-solution/,"Retail Consultant Solution: The Retail Consultant solution is for entry to mid-level retail positions in which employees proactively sell products to customers, develop relationships with…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Retail Manager w/ Sales Solution,https://www.shl.com/solutions/products/product-catalog/view/retail-manager-w-sales-solution/,Retail Manager w/ Sales Solution: The Retail Manager with Sales solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Retail Sales Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-associate-solution/,Retail Sales Associate Solution: The Retail Sales Associate solution is for entry-level retail positions in which employees proactively sell products to customers and have their pay and/or…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales Director Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-director-solution/,Sales Director Solution: The Sales Director solution is for mid- to senior-level sales management positions that oversee the sales function across multiple offices or geographic…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales Engineer Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-engineer-solution/,Sales Engineer Solution: The Sales Engineer solution is designed for use with professional level telecommunications engineers with distinct sales responsibilities. The solution is…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
